id,REF,Nome,"Descrição curta","Peso (kg)","Comprimento (cm)","Largura (cm)","Altura (cm)",Preço,Categorias,Imagem1,Imagem2,Imagem3,Imagem4,Imagem5,Imagem6
1231,SS-45x60,"São Sebastião, imagem religiosa","Imagem de São Sebastião gravada em azulejos de 15x15 cm",,,,,"357,00","Imagens Religiosas",http://atelielukabrasil.com.br/wp-content/uploads/2016/01/São-Sebastião.jpg,,,,,
1306,P-chaves,"Porta chaves","Porta chaves feito artesanalmente, original e exclusivo. ",,,,,"45,00","Porta chaves",http://atelielukabrasil.com.br/wp-content/uploads/2016/01/Namoradeira_4.jpg,http://atelielukabrasil.com.br/wp-content/uploads/2016/01/Namoradeira_2.jpg,http://atelielukabrasil.com.br/wp-content/uploads/2016/01/Namoradeira_3.jpg,http://atelielukabrasil.com.br/wp-content/uploads/2016/01/Namoradeira_1.jpg,,
1332,FAZ-23,"Porta chaves Fazendinha","Porta chaves em MDF e azulejo decorado",,,,,"35,00","Porta chaves",,,,,,
1342,FOOD-30x20,"Placa cerâmica Espaço Gourmet","Placa cerâmica modelada e pintada artesanalmente",,,,,"99,00","Cerâmica personalizada com número de residência|Placas Personalizadas",http://atelielukabrasil.com.br/wp-content/uploads/2016/01/Espaço-Gourmet-azulejo-decorado-1.jpg,http://atelielukabrasil.com.br/wp-content/uploads/2016/01/Espaço-Gourmet-1.jpg,,,,
1420,Casa-30x20,"Lembrança de casamento para padrinhos","Azulejo personalizado com o layout do convite de casamento",,,,,,"Presente para noivos e padrinhos",,,,,,
1428,CORD-15x15,"Cordeiro de Deus","Painel de 30x20 cm em azulejo esmaltado",,,,,"183,00","Imagens Religiosas",http://atelielukabrasil.com.br/wp-content/uploads/2016/03/Cordeiro-de-Deus.jpg,,,,,
1578,P&B-m²,"Azulejaria | Azulejo decorado | Painel em azulejos | Azulejo | Fachada","Azulejos personalizados e exclusivos para áreas internas e externas, gravação com tinta de porcelana, não desbota e nem mancha.",,,,,"315,00 m²","Painéis em azulejo",http://atelielukabrasil.com.br/wp-content/uploads/2017/04/Azulejaria-Azulejo-decorado-painel-em-azulejos-fachada-em-azulejos.jpg,http://atelielukabrasil.com.br/wp-content/uploads/2017/04/Azulejo-decorado-fachada-com-azulejo-painél-de-azulejo.jpg,http://atelielukabrasil.com.br/wp-content/uploads/2017/04/Fachada-de-azulejos-azulejos-decorados-painéis-de-azulejo.jpg,,,
1583,BR-8,"Brasão de família pintado em azulejos","Brasão de família pintado a mão e sob encomenda.",,,,,,"Brasões de Família",http://atelielukabrasil.com.br/wp-content/uploads/2017/04/Brasão-de-família-sob-encomenda.jpg,http://atelielukabrasil.com.br/wp-content/uploads/2017/04/Brasão-de-Família-Ribeiro.jpg,http://atelielukabrasil.com.br/wp-content/uploads/2017/04/Brasão-da-família-Nascimento.jpg,http://atelielukabrasil.com.br/wp-content/uploads/2017/04/Pintura-em-azulejo-Brasão-da-família-Almeida.jpg,,
1640,"Sta. Rita","Painel em azulejos com imagem de Sta. Rita","Painel em azulejos com imagem de Sta. Rita",,,,,"357,00","Imagens Religiosas",http://atelielukabrasil.com.br/wp-content/uploads/2017/10/Painel-em-azulejos-com-imagem-de-Sta.jpg,,,,,
1844,28-PIM,"Prato decorativo para restaurante | Lanchonete | Cozinha","Pratos de cerâmica para decoração de paredes de bares, restaurantes, lanchonetes e cozinhas",,,,,"115,00","Pratos Decorativos",http://atelielukabrasil.com.br/wp-content/uploads/2019/03/Prato-decorativo-para-restaurante.jpg,http://atelielukabrasil.com.br/wp-content/uploads/2014/01/Prato-decorativo-para-cozinha.jpg,http://atelielukabrasil.com.br/wp-content/uploads/2019/03/Cozinha-Prato-Decorativo.jpg,http://atelielukabrasil.com.br/wp-content/uploads/2019/03/Cozinha-pratos-decoração.jpg,http://atelielukabrasil.com.br/wp-content/uploads/2019/03/Prato-Decoração-Cozinha.jpg,http://atelielukabrasil.com.br/wp-content/uploads/2019/03/Prato-Cozinha-Decoração.jpg
1850,,"Decoração de cozinha | Prato decorativo | Cerâmica",,,,,,,,,,,,,
1859,28-QUEI,"Prato | Decoração | Cozinha | Lanchonete | Restaurante","Pratos de cerâmica, com desenho e pintura artesanal, feitos sob encomenda",,,,,"115,00","Pratos Decorativos",http://atelielukabrasil.com.br/wp-content/uploads/2019/03/Prato-Decoração-Cozinha.jpg,http://atelielukabrasil.com.br/wp-content/uploads/2019/03/Cozinha-pratos-decoração.jpg,http://atelielukabrasil.com.br/wp-content/uploads/2019/03/Cozinha-Prato-Decorativo.jpg,http://atelielukabrasil.com.br/wp-content/uploads/2019/03/Prato-Cozinha-Decoração.jpg,http://atelielukabrasil.com.br/wp-content/uploads/2019/03/Cozinha-decorada-Pratos-decorados.jpg,http://atelielukabrasil.com.br/wp-content/uploads/2019/03/20171030_135039.jpg
1863,28-GALO,"Cozinha | Prato | Decoração","Pratos cerâmicos com pintura e desenho artesanal, feitos sob encomenda",,,,,"115,00","Pratos Decorativos",http://atelielukabrasil.com.br/wp-content/uploads/2019/03/Prato-decorativo-para-lanchonete.jpg,http://atelielukabrasil.com.br/wp-content/uploads/2019/03/Prato-decorativo-de-cozinha.jpg,http://atelielukabrasil.com.br/wp-content/uploads/2019/03/Prato-para-decorar-restaurante.jpg,,,
1881,,"Canecas Lettering | Porcelana Legítima | Namorados",,,,,,,,,,,,,
1888,CANC-2,"Canecas Lettering | Porcelana Legítima | Namorados","Canecas Lettering de porcelana legítima, personalizadas com tinta de porcelana e queimadas à 780Cº.",,,,,"26,00","Caneca Lettering | Porcelana Legítima | Namorados",http://atelielukabrasil.com.br/wp-content/uploads/2019/05/Caneca-Lettering-para-namorados.jpg,http://atelielukabrasil.com.br/wp-content/uploads/2019/05/Paixão-3.jpg,http://atelielukabrasil.com.br/wp-content/uploads/2019/05/Caneca-Lettering-de-Porcelana-Legítima.jpg,http://atelielukabrasil.com.br/wp-content/uploads/2019/05/Paixão-4.jpg,http://atelielukabrasil.com.br/wp-content/uploads/2019/05/Paixão-5.jpg,http://atelielukabrasil.com.br/wp-content/uploads/2019/05/Paixão-6.jpg
1895,ELA-1,"Canecas Lettering de porcelana legítima","Canecas Lettering de porcelana legítima, personalizadas com tinta de porcelana e queimadas à 780Cº. ",,,,,"13,00","Caneca Lettering | Porcelana Legítima | Namorados",http://atelielukabrasil.com.br/wp-content/uploads/2019/05/Paixão-3.jpg,http://atelielukabrasil.com.br/wp-content/uploads/2019/05/Paixão-5.jpg,,,,
1898,ELE-1,"Canecas Lettering | Porcelana Legítima | Namorados","Canecas Lettering de porcelana legítima, personalizadas com tinta de porcelana e queimadas à 780Cº.",,,,,"13,00","Caneca Lettering | Porcelana Legítima | Namorados",http://atelielukabrasil.com.br/wp-content/uploads/2019/05/Caneca-Lettering-para-Namorados.jpg,http://atelielukabrasil.com.br/wp-content/uploads/2019/05/Porcelana-Lettering-para-dia-dos-Namorados.jpg,,,,
1901,PARB-1,"Canecas Lettering | porcelana legítima I Para Aniversário","Canecas Lettering de porcelana legítima, personalizadas com tinta de porcelana e queimadas à 780Cº. ",,,,,"13,00","Caneca Lettering | Porcelana Legítima | Namorados",http://atelielukabrasil.com.br/wp-content/uploads/2019/05/Caneca-para-Aniverssário.jpg,http://atelielukabrasil.com.br/wp-content/uploads/2019/05/Caneca-Lettering-Feliz-Aniverssário.jpg,,,,
1904,FAM-1,"Canecas Lettering | Porcelana Legítima | Amo Minha Família","Canecas Lettering de porcelana legítima, personalizadas com tinta de porcelana e queimadas à 780Cº. ",,,,,"13,00","Caneca Lettering | Porcelana Legítima | Namorados",http://atelielukabrasil.com.br/wp-content/uploads/2019/05/Caneca-Amo-Minha-Família-1.jpg,http://atelielukabrasil.com.br/wp-content/uploads/2019/05/Caneca-Amo-a-Família-1.jpg,,,,
1907,FEIC-1,"Canecas Lettering | Porcelana | Felicidade Vire Rotina","Canecas Lettering de porcelana legítima, personalizadas com tinta de porcelana e queimadas à 780Cº. ",,,,,"13,00","Caneca Lettering | Porcelana Legítima | Namorados",http://atelielukabrasil.com.br/wp-content/uploads/2019/05/Caneca-Lettering-para-Namorados-1.jpg,http://atelielukabrasil.com.br/wp-content/uploads/2019/05/Caneca-Lettering-de-porcelana-legítima.jpg,,,,
